9,4453125
5,6875
7,4140625
3,25
6,6015625
4,72265625
9,140625
6,24609375
8,37890625
3,80859375
6,296875
3,80859375
8,328125
6,1953125
9,140625
4,671875
6,55078125
3,1484375
7,3125
5,5859375
9,34375
5,53515625
7,26171875
3,09765625
6,44921875
4,5703125
8,98828125
6,04296875
8,17578125
3,60546875
6,09375
3,5546875
8,125
5,94140625
8,8359375
4,41796875
6,296875
2,89453125
7,0078125
5,28125
9,0390625
5,23046875
6,95703125
2,7421875
6,09375
4,21484375
8,6328125
5,6875
7,76953125
3,19921875
5,6875
3,1484375
7,66796875
5,53515625
8,4296875
3,9609375
5,83984375
2,4375
6,55078125
4,7734375
8,58203125
4,72265625
6,44921875
2,28515625
5,5859375
3,70703125
8,125
5,12890625
7,26171875
2,69140625
5,12890625
2,58984375
7,16015625
4,9765625
7,87109375
3,40234375
5,28125
1,87890625
5,9921875
4,21484375
7,97265625
4,1640625
5,890625
1,67578125
5,02734375
3,1484375
7,515625
4,5703125
6,65234375
2,08203125
4,5703125
2,03125
6,55078125
4,3671875
7,26171875
2,84375
4,671875
1,26953125
5,3828125
3,65625
7,4140625
3,60546875
5,28125
1,1171875
4,46875
2,5390625
6,95703125
4,01171875
6,09375
1,5234375
4,01171875
1,47265625
5,9921875
3,859375
6,75390625
2,28515625
4,1640625
0,76171875
4,875
3,09765625
6,90625
3,09765625
4,7734375
0,609375
3,9609375
2,08203125
6,44921875
3,50390625
5,63671875
1,06640625
3,5546875
1,015625
5,53515625
3,40234375
6,296875
1,87890625
3,70703125
0,35546875
4,46875
2,7421875
6,5
2,69140625
4,41796875
0,25390625
3,60546875
1,7265625
6,14453125
3,19921875
5,33203125
0,76171875
3,25
0,76171875
5,28125
3,1484375
6,04296875
1,625
3,50390625
0,15234375
4,265625
2,5390625
6,34765625
2,5390625
4,265625
0,1015625
3,453125
1,625
6,04296875
3,09765625
5,23046875
0,66015625
3,19921875
0,66015625
5,23046875
3,09765625
6,04296875
1,625
3,50390625
0,15234375
4,31640625
2,58984375
6,34765625
2,58984375
4,31640625
0,15234375
3,5546875
1,67578125
6,14453125
3,19921875
5,3828125
0,8125
3,30078125
0,8125
5,43359375
3,30078125
6,24609375
1,828125
3,70703125
0,35546875
4,51953125
2,79296875
6,6015625
2,84375
4,62109375
0,45703125
3,859375
1,98046875
6,44921875
3,5546875
5,6875
1,16796875
3,65625
1,16796875
5,7890625
3,65625
6,6015625
2,18359375
4,11328125
0,76171875
4,92578125
3,25
7,05859375
3,30078125
5,02734375
0,9140625
4,31640625
2,4375
6,90625
4,01171875
6,1953125
1,625
4,1640625
1,67578125
6,296875
4,1640625
7,109375
2,7421875
4,62109375
1,26953125
5,484375
3,7578125
7,6171875
3,80859375
5,5859375
1,47265625
4,875
3,046875
7,46484375
4,5703125
6,75390625
2,234375
4,72265625
2,28515625
6,85546875
4,7734375
7,71875
3,30078125
5,23046875
1,87890625
6,09375
4,3671875
8,17578125
4,41796875
6,1953125
2,08203125
5,484375
3,60546875
8,07421875
5,1796875
7,3125
2,79296875
5,33203125
2,84375
7,46484375
5,33203125
8,27734375
3,91015625
5,7890625
2,4375
6,65234375
4,92578125
8,734375
4,9765625
6,75390625
2,58984375
5,9921875
4,1640625
8,58203125
5,6875
7,8203125
3,30078125
5,83984375
3,3515625
7,921875
5,7890625
8,734375
4,3671875
6,24609375
2,89453125
7,05859375
5,33203125
9,19140625
5,3828125
7,16015625
2,99609375
6,3984375
4,51953125
8,98828125
6,04296875
8,2265625
3,65625
6,1953125
3,70703125
8,27734375
6,14453125
9,08984375
4,671875
6,55078125
3,19921875
7,36328125
5,63671875
9,4453125
5,63671875
7,36328125
3,19921875
6,6015625
4,72265625
9,140625
6,24609375
8,37890625
3,80859375
6,296875
3,80859375
8,37890625
6,24609375
9,19140625
4,72265625
6,6015625
3,25
7,4140625
5,6875
9,4453125
5,63671875
7,4140625
3,25
6,6015625
4,72265625
9,140625
6,1953125
8,328125
3,7578125
6,24609375
3,7578125
8,27734375
6,14453125
9,0390625
4,62109375
6,5
3,09765625
7,26171875
5,484375
9,29296875
5,484375
7,2109375
2,99609375
6,34765625
4,46875
8,88671875
5,94140625
8,07421875
3,50390625
5,94140625
3,453125
7,97265625
5,83984375
8,734375
4,265625
6,14453125
2,7421875
6,90625
5,12890625
8,88671875
5,078125
6,8046875
2,58984375
5,94140625
4,0625
8,48046875
5,484375
7,6171875
3,046875
5,484375
2,99609375
7,515625
5,33203125
8,2265625
3,80859375
5,63671875
2,234375
6,3984375
4,62109375
8,37890625
4,5703125
6,24609375
2,08203125
5,43359375
3,50390625
7,921875
4,9765625
7,05859375
2,48828125
4,92578125
2,4375
6,95703125
4,7734375
7,66796875
3,19921875
5,078125
1,67578125
5,7890625
4,01171875
7,8203125
3,9609375
5,6875
1,47265625
4,82421875
2,9453125
7,3125
4,3671875
6,5
1,87890625
4,3671875
1,828125
6,34765625
4,21484375
7,109375
2,640625
4,46875
1,06640625
5,23046875
3,453125
7,2109375
3,40234375
5,12890625
0,9140625
4,265625
2,38671875
6,75390625
3,80859375
5,94140625
1,37109375
3,80859375
1,3203125
5,83984375
3,65625
6,6015625
2,1328125
3,9609375
0,609375
4,72265625
2,99609375
6,75390625
2,9453125
4,671875
0,45703125
3,80859375
1,9296875
6,34765625
3,40234375
5,53515625
0,9140625
3,40234375
0,9140625
5,43359375
3,30078125
6,1953125
1,77734375
3,65625
0,25390625
4,41796875
2,640625
6,44921875
2,640625
4,3671875
0,203125
3,5546875
1,67578125
6,09375
3,1484375
5,28125
0,7109375
3,19921875
0,7109375
5,23046875
3,09765625
6,04296875
1,625
3,50390625
0,1015625
4,265625
2,5390625
6,296875
2,5390625
4,265625
0,1015625
3,50390625
1,625
6,04296875
3,09765625
5,23046875
0,7109375
3,19921875
0,7109375
5,28125
3,1484375
6,09375
1,67578125
3,5546875
0,203125
4,3671875
2,640625
6,44921875
2,640625
4,41796875
0,25390625
3,65625
1,77734375
6,1953125
3,30078125
5,43359375
0,9140625
3,40234375
0,9140625
5,53515625
3,40234375
6,34765625
1,9296875
3,80859375
0,45703125
4,671875
2,9453125
6,75390625
2,99609375
4,72265625
0,609375
3,9609375
2,1328125
6,6015625
3,65625
5,83984375
1,3203125
3,80859375
1,37109375
5,94140625
3,80859375
6,75390625
2,38671875
4,265625
0,9140625
5,12890625
3,40234375
7,2109375
3,453125
5,23046875
1,06640625
4,46875
2,640625
7,109375
4,21484375
6,34765625
1,828125
4,3671875
1,87890625
6,5
4,3671875
7,3125
2,9453125
4,82421875
1,47265625
5,6875
3,9609375
7,8203125
4,01171875
5,7890625
1,67578125
5,078125
3,19921875
7,66796875
4,7734375
6,95703125
2,4375
4,92578125
2,48828125
7,05859375
4,9765625
7,921875
3,50390625
5,43359375
2,08203125
6,24609375
4,5703125
8,37890625
4,62109375
6,3984375
2,234375
5,63671875
3,80859375
8,2265625
5,33203125
7,515625
2,99609375
5,484375
3,046875
7,6171875
5,484375
8,48046875
4,0625
5,94140625
2,58984375
6,8046875
5,078125
8,88671875
5,12890625
6,90625
2,7421875
6,14453125
4,265625
8,734375
5,83984375
7,97265625
3,453125
5,94140625
3,50390625
8,07421875
5,94140625
8,88671875
4,46875
6,34765625
2,99609375
7,2109375
5,484375
9,29296875
5,484375
7,26171875
3,09765625
6,5
4,62109375
9,0390625
6,14453125
8,27734375
3,7578125
6,24609375
3,7578125
8,328125
6,1953125
9,140625
4,72265625
6,6015625
3,25
7,4140625
5,63671875
9,4453125
5,6875
7,4140625
3,25
6,6015625
4,72265625
9,19140625
6,24609375
8,37890625
3,80859375
6,296875
3,80859375
8,37890625
6,24609375
9,140625
4,72265625
6,6015625
3,19921875
7,36328125
5,63671875
9,4453125
5,63671875
7,36328125
3,19921875
6,55078125
4,671875
9,08984375
6,14453125
8,27734375
3,70703125
6,1953125
3,65625
8,2265625
6,04296875
8,98828125
4,51953125
6,3984375
2,99609375
7,16015625
5,3828125
9,19140625
5,33203125
7,05859375
2,89453125
6,24609375
4,3671875
8,734375
5,7890625
7,921875
3,3515625
5,83984375
3,30078125
7,8203125
5,6875
8,58203125
4,1640625
5,9921875
2,58984375
6,75390625
4,9765625
8,734375
4,92578125
6,65234375
2,4375
5,7890625
3,91015625
8,27734375
5,33203125
7,46484375
2,84375
5,33203125
2,79296875
7,3125
5,1796875
8,07421875
3,60546875
5,484375
2,08203125
6,1953125
4,41796875
8,17578125
4,3671875
6,09375
1,87890625
5,23046875
3,30078125
7,71875
4,7734375
6,85546875
2,28515625
4,7734375
2,234375
6,75390625
4,5703125
7,46484375
3,046875
4,875
1,47265625
5,5859375
3,80859375
7,6171875
3,7578125
5,484375
1,26953125
4,62109375
2,7421875
7,109375
4,1640625
6,296875
1,67578125
4,1640625
1,625
6,1953125
4,01171875
6,90625
2,4375
4,31640625
0,9140625
5,02734375
3,30078125
7,05859375
3,25
4,92578125
0,76171875
4,11328125
2,18359375
6,6015625
3,65625
5,7890625
1,16796875
3,65625
1,16796875
5,6875
3,5546875
6,44921875
1,98046875
3,859375
0,45703125
4,62109375
2,84375
6,6015625
2,79296875
4,51953125
0,35546875
3,70703125
1,828125
6,24609375
3,30078125
5,43359375
0,8125
3,30078125
0,8125
5,3828125
3,19921875
6,14453125
1,67578125
3,5546875
0,15234375
4,31640625
2,58984375
6,34765625
2,58984375
4,31640625
0,15234375
3,50390625
1,625
6,04296875
3,09765625
5,23046875
0,66015625
3,19921875
0,66015625
5,23046875
3,09765625
6,04296875
1,625
3,453125
0,1015625
4,265625
2,5390625
6,34765625
2,5390625
4,265625
0,15234375
3,50390625
1,625
6,04296875
3,1484375
5,28125
0,76171875
3,25
0,76171875
5,33203125
3,19921875
6,14453125
1,7265625
3,60546875
0,25390625
4,41796875
2,69140625
6,5
2,7421875
4,46875
0,35546875
3,70703125
1,87890625
6,296875
3,40234375
5,53515625
1,015625
3,5546875
1,06640625
5,63671875
3,50390625
6,44921875
2,08203125
3,9609375
0,609375
4,7734375
3,09765625
6,90625
3,09765625
4,875
0,76171875
4,1640625
2,28515625
6,75390625
3,859375
5,9921875
1,47265625
4,01171875
1,5234375
6,09375
4,01171875
6,95703125
2,5390625
4,46875
1,1171875
5,28125
3,60546875
7,4140625
3,65625
5,3828125
1,26953125
4,671875
2,84375
7,26171875
4,3671875
6,55078125
2,03125
4,5703125
2,08203125
6,65234375
4,5703125
7,515625
3,1484375
5,02734375
1,67578125
